optimizer,validation_split,lstm_units,learning_rate,batch_size,epochs,rmse
Adagrad,0.1,90.0,0.001,64.0,250.0,141.24754333496094
Adagrad,0.1,90.0,0.01,64.0,250.0,103.0489501953125
Adagrad,0.1,80.0,0.0001,64.0,250.0,148.3227081298828
Adagrad,0.1,80.0,0.001,64.0,250.0,150.62850952148438
Adagrad,0.1,80.0,0.01,64.0,250.0,103.32230377197266
Adagrad,0.1,70.0,0.0001,64.0,250.0,149.32025146484375
Adagrad,0.1,70.0,0.001,64.0,250.0,147.99661254882812
Adagrad,0.1,70.0,0.01,64.0,250.0,107.20065307617188
Adagrad,0.1,60.0,0.0001,64.0,250.0,150.36099243164062
Adagrad,0.1,60.0,0.001,64.0,250.0,146.60528564453125
Adagrad,0.1,60.0,0.01,64.0,250.0,107.17813110351562
Adagrad,0.1,50.0,0.0001,64.0,250.0,204.0794982910156
Adagrad,0.1,50.0,0.001,64.0,250.0,135.30621337890625
Adagrad,0.1,50.0,0.01,64.0,250.0,106.83819580078124
Adagrad,0.1,40.0,0.0001,64.0,250.0,340.9721984863281
Adagrad,0.1,40.0,0.001,64.0,250.0,149.70457458496094
Adagrad,0.1,40.0,0.01,64.0,250.0,106.53216552734376
Adagrad,0.1,30.0,0.0001,64.0,250.0,241.0107421875
Adagrad,0.1,30.0,0.001,64.0,250.0,144.75950622558594
Adagrad,0.1,30.0,0.01,64.0,250.0,118.33464050292967
Adagrad,0.1,20.0,0.0001,64.0,250.0,189.56349182128903
Adagrad,0.1,20.0,0.001,64.0,250.0,144.22576904296875
Adagrad,0.1,20.0,0.01,64.0,250.0,101.28250122070312
Adagrad,0.1,10.0,0.0001,64.0,250.0,390.4629821777344
Adagrad,0.1,10.0,0.001,64.0,250.0,139.8251495361328
Adagrad,0.1,10.0,0.01,64.0,250.0,122.62196350097656
Adagrad,0.1,190.0,0.0001,32.0,250.0,148.07501220703125
Adagrad,0.1,190.0,0.001,32.0,250.0,134.5567626953125
Adagrad,0.1,190.0,0.01,32.0,250.0,86.43033599853516
Adagrad,0.1,180.0,0.0001,32.0,250.0,143.33216857910156
Adagrad,0.1,180.0,0.001,32.0,250.0,137.78665161132812
Adagrad,0.1,180.0,0.01,32.0,250.0,87.26978302001953
Adagrad,0.1,170.0,0.0001,32.0,250.0,143.52835083007812
Adagrad,0.1,170.0,0.001,32.0,250.0,141.6470184326172
Adagrad,0.1,170.0,0.01,32.0,250.0,86.63443756103516
Adagrad,0.1,160.0,0.0001,32.0,250.0,143.18643188476562
Adagrad,0.1,160.0,0.001,32.0,250.0,133.74449157714844
Adagrad,0.1,160.0,0.01,32.0,250.0,83.27501678466797
Adagrad,0.1,150.0,0.0001,32.0,250.0,145.6780548095703
Adagrad,0.1,150.0,0.001,32.0,250.0,137.7760009765625
Adagrad,0.1,150.0,0.01,32.0,250.0,85.67507934570312
Adagrad,0.1,140.0,0.0001,32.0,250.0,192.10418701171875
Adagrad,0.1,140.0,0.001,32.0,250.0,137.43673706054688
Adagrad,0.1,140.0,0.01,32.0,250.0,84.47505950927734
Adagrad,0.1,130.0,0.0001,32.0,250.0,146.6317901611328
Adagrad,0.1,130.0,0.001,32.0,250.0,139.22354125976562
Adagrad,0.1,130.0,0.01,32.0,250.0,86.92162322998047
Adagrad,0.1,120.0,0.0001,32.0,250.0,147.764404296875
Adagrad,0.1,120.0,0.001,32.0,250.0,140.349609375
Adagrad,0.1,120.0,0.01,32.0,250.0,87.02220916748047
Adagrad,0.1,110.0,0.0001,32.0,250.0,150.4118194580078
Adagrad,0.1,110.0,0.001,32.0,250.0,138.86569213867188
Adagrad,0.1,110.0,0.01,32.0,250.0,84.62640380859375
Adagrad,0.1,100.0,0.0001,32.0,250.0,164.9394989013672
Adagrad,0.1,100.0,0.001,32.0,250.0,135.7884063720703
Adagrad,0.1,100.0,0.01,32.0,250.0,85.23001861572266
Adagrad,0.1,90.0,0.0001,32.0,250.0,147.3953094482422
Adagrad,0.1,90.0,0.001,32.0,250.0,146.19598388671875
Adagrad,0.1,90.0,0.01,32.0,250.0,84.42070007324219
Adagrad,0.1,80.0,0.0001,32.0,250.0,141.67874145507812
Adagrad,0.1,80.0,0.001,32.0,250.0,145.50479125976562
Adagrad,0.1,80.0,0.01,32.0,250.0,86.38057708740234
Adagrad,0.1,70.0,0.0001,32.0,250.0,146.82582092285156
Adagrad,0.1,70.0,0.001,32.0,250.0,136.29896545410156
Adagrad,0.1,70.0,0.01,32.0,250.0,86.95600128173828
Adagrad,0.1,60.0,0.0001,32.0,250.0,140.46243286132812
Adagrad,0.1,60.0,0.001,32.0,250.0,138.63804626464844
Adagrad,0.1,60.0,0.01,32.0,250.0,81.68329620361328
Adagrad,0.1,50.0,0.0001,32.0,250.0,157.47879028320312
Adagrad,0.1,50.0,0.001,32.0,250.0,132.3857879638672
Adagrad,0.1,50.0,0.01,32.0,250.0,86.08390045166016
Adagrad,0.1,40.0,0.0001,32.0,250.0,231.63043212890625
Adagrad,0.1,40.0,0.001,32.0,250.0,130.30218505859375
Adagrad,0.1,40.0,0.01,32.0,250.0,87.35940551757812
Adagrad,0.1,30.0,0.0001,32.0,250.0,232.3326873779297
Adagrad,0.1,30.0,0.001,32.0,250.0,143.66944885253906
Adagrad,0.1,30.0,0.01,32.0,250.0,88.9481201171875
Adagrad,0.1,20.0,0.0001,32.0,250.0,451.8433837890625
Adagrad,0.1,20.0,0.001,32.0,250.0,137.23944091796875
Adagrad,0.1,20.0,0.01,32.0,250.0,109.1428451538086
Adagrad,0.1,10.0,0.0001,32.0,250.0,153.50978088378906
Adagrad,0.1,10.0,0.001,32.0,250.0,150.72703552246094
Adagrad,0.1,10.0,0.01,32.0,250.0,116.4615249633789
Adagrad,0.1,190.0,0.0001,160.0,230.0,171.15354919433594
Adagrad,0.1,190.0,0.001,160.0,230.0,146.85752868652344
Adagrad,0.1,190.0,0.01,160.0,230.0,122.70262145996094
Adagrad,0.1,180.0,0.0001,160.0,230.0,146.7157440185547
Adagrad,0.1,180.0,0.001,160.0,230.0,146.8330535888672
Adagrad,0.1,180.0,0.01,160.0,230.0,123.71549987792967
Adagrad,0.1,170.0,0.0001,160.0,230.0,212.7715606689453
Adagrad,0.1,170.0,0.001,160.0,230.0,146.3634796142578
Adagrad,0.1,170.0,0.01,160.0,230.0,123.71873474121094
Adagrad,0.1,160.0,0.0001,160.0,230.0,152.48007202148438
Adagrad,0.1,160.0,0.001,160.0,230.0,147.1890411376953
Adagrad,0.1,160.0,0.01,160.0,230.0,129.2738494873047
Adagrad,0.1,150.0,0.0001,160.0,230.0,145.0645294189453
Adagrad,0.1,150.0,0.001,160.0,230.0,142.19375610351562
Adagrad,0.1,150.0,0.01,160.0,230.0,125.73056030273438
Adagrad,0.1,140.0,0.0001,160.0,230.0,222.2255401611328
Adagrad,0.1,140.0,0.001,160.0,230.0,147.19505310058594
Adagrad,0.1,140.0,0.01,160.0,230.0,120.71296691894533
Adagrad,0.1,130.0,0.0001,160.0,230.0,146.98196411132812
Adagrad,0.1,130.0,0.001,160.0,230.0,147.13699340820312
Adagrad,0.1,120.0,0.0001,160.0,230.0,345.8537902832031
Adagrad,0.1,130.0,0.01,160.0,230.0,127.0186767578125
Adagrad,0.1,120.0,0.001,160.0,230.0,148.7304229736328
Adagrad,0.1,120.0,0.01,160.0,230.0,120.69783782958984
Adagrad,0.1,110.0,0.0001,160.0,230.0,164.1220245361328
Adagrad,0.1,110.0,0.001,160.0,230.0,147.06472778320312
Adagrad,0.1,110.0,0.01,160.0,230.0,127.06342315673828
Adagrad,0.1,100.0,0.0001,160.0,230.0,146.8428192138672
Adagrad,0.1,100.0,0.001,160.0,230.0,144.91310119628906
Adagrad,0.1,100.0,0.01,160.0,230.0,130.9470977783203
Adagrad,0.1,90.0,0.0001,160.0,230.0,148.40814208984375
Adagrad,0.1,90.0,0.001,160.0,230.0,143.2557373046875
Adagrad,0.1,90.0,0.01,160.0,230.0,124.0957260131836
Adagrad,0.1,80.0,0.0001,160.0,230.0,154.1108856201172
Adagrad,0.1,80.0,0.001,160.0,230.0,139.16543579101562
Adagrad,0.1,80.0,0.01,160.0,230.0,129.76268005371094
Adagrad,0.1,70.0,0.0001,160.0,230.0,147.04762268066406
Adagrad,0.1,70.0,0.001,160.0,230.0,143.3789520263672
Adagrad,0.1,70.0,0.01,160.0,230.0,118.0168914794922
Adagrad,0.1,60.0,0.0001,160.0,230.0,158.69749450683594
Adagrad,0.1,60.0,0.001,160.0,230.0,145.59075927734375
Adagrad,0.1,60.0,0.01,160.0,230.0,127.5320053100586
Adagrad,0.1,50.0,0.0001,160.0,230.0,377.80670166015625
Adagrad,0.1,50.0,0.001,160.0,230.0,149.70071411132812
Adagrad,0.1,50.0,0.01,160.0,230.0,126.9997100830078
Adagrad,0.1,40.0,0.0001,160.0,230.0,143.3966827392578
Adagrad,0.1,40.0,0.001,160.0,230.0,141.18475341796875
Adagrad,0.1,40.0,0.01,160.0,230.0,120.13434600830078
Adagrad,0.1,30.0,0.0001,160.0,230.0,147.9195098876953
Adagrad,0.1,30.0,0.001,160.0,230.0,145.81463623046875
Adagrad,0.1,30.0,0.01,160.0,230.0,130.75123596191406
Adagrad,0.1,20.0,0.0001,160.0,230.0,325.2168884277344
Adagrad,0.1,20.0,0.001,160.0,230.0,146.43594360351562
Adagrad,0.1,20.0,0.01,160.0,230.0,134.69140625
Adagrad,0.1,10.0,0.0001,160.0,230.0,234.3071746826172
Adagrad,0.1,10.0,0.001,160.0,230.0,152.97044372558594
Adagrad,0.1,10.0,0.01,160.0,230.0,137.4616241455078
Adagrad,0.1,190.0,0.0001,128.0,230.0,151.49940490722656
Adagrad,0.1,190.0,0.001,128.0,230.0,142.0533447265625
Adagrad,0.1,190.0,0.01,128.0,230.0,123.92035675048828
Adagrad,0.1,180.0,0.0001,128.0,230.0,247.99517822265625
Adagrad,0.1,180.0,0.001,128.0,230.0,144.19061279296875
Adagrad,0.1,180.0,0.01,128.0,230.0,123.3908920288086
Adagrad,0.1,170.0,0.0001,128.0,230.0,413.2840881347656
Adagrad,0.1,170.0,0.001,128.0,230.0,145.97463989257812
Adagrad,0.1,170.0,0.01,128.0,230.0,123.0909194946289
Adagrad,0.1,160.0,0.0001,128.0,230.0,145.50990295410156
Adagrad,0.1,160.0,0.001,128.0,230.0,146.37869262695312
Adagrad,0.1,160.0,0.01,128.0,230.0,122.2305908203125
Adagrad,0.1,150.0,0.0001,128.0,230.0,152.12744140625
Adagrad,0.1,150.0,0.001,128.0,230.0,149.23736572265625
Adagrad,0.1,150.0,0.01,128.0,230.0,125.29036712646484
Adagrad,0.1,140.0,0.0001,128.0,230.0,148.03524780273438
Adagrad,0.1,140.0,0.001,128.0,230.0,145.7254180908203
Adagrad,0.1,140.0,0.01,128.0,230.0,127.63856506347656
Adagrad,0.1,130.0,0.0001,128.0,230.0,154.59121704101562
Adagrad,0.1,130.0,0.001,128.0,230.0,145.0877685546875
Adagrad,0.1,130.0,0.01,128.0,230.0,123.43075561523438
Adagrad,0.1,120.0,0.0001,128.0,230.0,143.9720458984375
Adagrad,0.1,120.0,0.001,128.0,230.0,147.1027374267578
Adagrad,0.1,120.0,0.01,128.0,230.0,128.00697326660156
Adagrad,0.1,110.0,0.0001,128.0,230.0,279.5337219238281
Adagrad,0.1,110.0,0.001,128.0,230.0,144.92132568359375
Adagrad,0.1,110.0,0.01,128.0,230.0,123.94037628173828
Adagrad,0.1,100.0,0.0001,128.0,230.0,149.77467346191406
Adagrad,0.1,100.0,0.001,128.0,230.0,142.87767028808594
Adagrad,0.1,100.0,0.01,128.0,230.0,123.00813293457033
Adagrad,0.1,90.0,0.0001,128.0,230.0,385.4467468261719
Adagrad,0.1,90.0,0.001,128.0,230.0,146.6961669921875
Adagrad,0.1,90.0,0.01,128.0,230.0,127.92080688476562
Adagrad,0.1,80.0,0.0001,128.0,230.0,146.71173095703125
Adagrad,0.1,80.0,0.001,128.0,230.0,146.99661254882812
Adagrad,0.1,80.0,0.01,128.0,230.0,120.3197784423828
Adagrad,0.1,70.0,0.0001,128.0,230.0,155.7601776123047
Adagrad,0.1,70.0,0.001,128.0,230.0,146.22349548339844
Adagrad,0.1,70.0,0.01,128.0,230.0,125.57926940917967
Adagrad,0.1,60.0,0.0001,128.0,230.0,205.28256225585935
Adagrad,0.1,60.0,0.001,128.0,230.0,141.9058380126953
Adagrad,0.1,60.0,0.01,128.0,230.0,126.27013397216795
Adagrad,0.1,50.0,0.0001,128.0,230.0,144.56500244140625
Adagrad,0.1,50.0,0.001,128.0,230.0,136.92465209960938
Adagrad,0.1,50.0,0.01,128.0,230.0,130.84619140625
Adagrad,0.1,40.0,0.0001,128.0,230.0,201.01373291015625
Adagrad,0.1,40.0,0.001,128.0,230.0,140.7934112548828
Adagrad,0.1,40.0,0.01,128.0,230.0,125.029052734375
Adagrad,0.1,30.0,0.0001,128.0,230.0,214.75018310546875
Adagrad,0.1,30.0,0.001,128.0,230.0,157.1099395751953
Adagrad,0.1,30.0,0.01,128.0,230.0,130.9483184814453
Adagrad,0.1,20.0,0.0001,128.0,230.0,144.6094970703125
Adagrad,0.1,20.0,0.001,128.0,230.0,158.97174072265625
Adagrad,0.1,20.0,0.01,128.0,230.0,135.8032684326172
Adagrad,0.1,10.0,0.0001,128.0,230.0,201.13526916503903
Adagrad,0.1,10.0,0.001,128.0,230.0,222.53782653808597
Adagrad,0.1,10.0,0.01,128.0,230.0,133.5814971923828
Adagrad,0.1,190.0,0.0001,96.0,230.0,146.00082397460938
Adagrad,0.1,190.0,0.001,96.0,230.0,141.41867065429688
Adagrad,0.1,190.0,0.01,96.0,230.0,121.37479400634766
Adagrad,0.1,180.0,0.0001,96.0,230.0,148.15582275390625
Adagrad,0.1,180.0,0.001,96.0,230.0,143.38763427734375
Adagrad,0.1,180.0,0.01,96.0,230.0,115.02034759521484
Adagrad,0.1,170.0,0.0001,96.0,230.0,148.94998168945312
Adagrad,0.1,170.0,0.001,96.0,230.0,142.49386596679688
Adagrad,0.1,170.0,0.01,96.0,230.0,117.37332916259766
Adagrad,0.1,160.0,0.0001,96.0,230.0,144.65109252929688
Adagrad,0.1,160.0,0.001,96.0,230.0,144.75408935546875
Adagrad,0.1,160.0,0.01,96.0,230.0,118.57042694091795
Adagrad,0.1,150.0,0.0001,96.0,230.0,163.3798828125
Adagrad,0.1,150.0,0.001,96.0,230.0,143.5554656982422
Adagrad,0.1,150.0,0.01,96.0,230.0,119.33689880371094
Adagrad,0.1,140.0,0.0001,96.0,230.0,145.4571075439453
Adagrad,0.1,140.0,0.001,96.0,230.0,143.3833770751953
Adagrad,0.1,140.0,0.01,96.0,230.0,120.68416595458984
Adagrad,0.1,130.0,0.0001,96.0,230.0,443.62786865234375
Adagrad,0.1,130.0,0.001,96.0,230.0,150.57464599609375
Adagrad,0.1,130.0,0.01,96.0,230.0,119.52567291259766
Adagrad,0.1,120.0,0.0001,96.0,230.0,143.63330078125
Adagrad,0.1,120.0,0.001,96.0,230.0,141.62062072753906
Adagrad,0.1,120.0,0.01,96.0,230.0,122.18782043457033
Adagrad,0.1,110.0,0.0001,96.0,230.0,196.09002685546875
Adagrad,0.1,110.0,0.001,96.0,230.0,142.6236114501953
Adagrad,0.1,110.0,0.01,96.0,230.0,121.42305755615234
Adagrad,0.1,100.0,0.0001,96.0,230.0,196.88909912109372
Adagrad,0.1,100.0,0.001,96.0,230.0,144.61672973632812
Adagrad,0.1,100.0,0.01,96.0,230.0,122.79278564453124
Adagrad,0.1,90.0,0.0001,96.0,230.0,433.0791015625
Adagrad,0.1,90.0,0.001,96.0,230.0,145.39537048339844
Adagrad,0.1,90.0,0.01,96.0,230.0,120.36161041259766
Adagrad,0.1,80.0,0.0001,96.0,230.0,147.3787841796875
Adagrad,0.1,80.0,0.001,96.0,230.0,142.88259887695312
Adagrad,0.1,80.0,0.01,96.0,230.0,125.45982360839844
Adagrad,0.1,70.0,0.0001,96.0,230.0,154.97706604003906
Adagrad,0.1,70.0,0.001,96.0,230.0,137.04127502441406
Adagrad,0.1,70.0,0.01,96.0,230.0,114.48674011230467
Adagrad,0.1,60.0,0.0001,96.0,230.0,176.41793823242188
Adagrad,0.1,60.0,0.001,96.0,230.0,141.13284301757812
Adagrad,0.1,60.0,0.01,96.0,230.0,123.66866302490234
Adagrad,0.1,50.0,0.0001,96.0,230.0,272.4345092773437
Adagrad,0.1,50.0,0.001,96.0,230.0,143.53977966308594
Adagrad,0.1,50.0,0.01,96.0,230.0,119.94561004638672
Adagrad,0.1,40.0,0.0001,96.0,230.0,360.5218811035156
Adagrad,0.1,40.0,0.001,96.0,230.0,141.30992126464844
Adagrad,0.1,40.0,0.01,96.0,230.0,117.99641418457033
Adagrad,0.1,30.0,0.001,96.0,230.0,140.89840698242188
Adagrad,0.1,30.0,0.0001,96.0,230.0,148.24343872070312
Adagrad,0.1,30.0,0.01,96.0,230.0,125.21148681640624
Adagrad,0.1,20.0,0.0001,96.0,230.0,193.11582946777344
Adagrad,0.1,20.0,0.001,96.0,230.0,146.0726776123047
Adagrad,0.1,20.0,0.01,96.0,230.0,114.29338836669922
Adagrad,0.1,10.0,0.0001,96.0,230.0,154.42840576171875
Adagrad,0.1,10.0,0.001,96.0,230.0,275.8254699707031
Adagrad,0.1,10.0,0.01,96.0,230.0,125.7522430419922
Adagrad,0.1,190.0,0.0001,64.0,230.0,159.0255584716797
Adagrad,0.1,190.0,0.001,64.0,230.0,139.90948486328125
Adagrad,0.1,190.0,0.01,64.0,230.0,111.0866241455078
Adagrad,0.1,180.0,0.0001,64.0,230.0,182.2279815673828
Adagrad,0.1,180.0,0.001,64.0,230.0,141.6977996826172
Adagrad,0.1,180.0,0.01,64.0,230.0,113.55711364746094
Adagrad,0.1,170.0,0.0001,64.0,230.0,219.4305419921875
Adagrad,0.1,170.0,0.001,64.0,230.0,139.56532287597656
Adagrad,0.1,170.0,0.01,64.0,230.0,107.61360931396484
Adagrad,0.1,160.0,0.0001,64.0,230.0,148.93203735351562
Adagrad,0.1,160.0,0.001,64.0,230.0,138.9244842529297
Adagrad,0.1,160.0,0.01,64.0,230.0,106.04917907714844
Adagrad,0.1,150.0,0.0001,64.0,230.0,146.0046844482422
Adagrad,0.1,150.0,0.001,64.0,230.0,144.19610595703125
Adagrad,0.1,150.0,0.01,64.0,230.0,107.20757293701172
Adagrad,0.1,140.0,0.0001,64.0,230.0,161.4025421142578
Adagrad,0.1,140.0,0.001,64.0,230.0,141.4110565185547
Adagrad,0.1,140.0,0.01,64.0,230.0,106.54611206054688
Adagrad,0.1,130.0,0.0001,64.0,230.0,152.1923828125
Adagrad,0.1,130.0,0.001,64.0,230.0,141.66725158691406
Adagrad,0.1,130.0,0.01,64.0,230.0,111.05333709716795
Adagrad,0.1,120.0,0.0001,64.0,230.0,177.12039184570312
Adagrad,0.1,120.0,0.001,64.0,230.0,141.6725311279297
Adagrad,0.1,120.0,0.01,64.0,230.0,111.60990142822266
Adagrad,0.1,110.0,0.0001,64.0,230.0,175.8327178955078
Adagrad,0.1,110.0,0.001,64.0,230.0,144.89405822753906
Adagrad,0.1,110.0,0.01,64.0,230.0,106.70089721679688
Adagrad,0.1,100.0,0.0001,64.0,230.0,197.19248962402344
Adagrad,0.1,100.0,0.001,64.0,230.0,139.73934936523438
Adagrad,0.1,100.0,0.01,64.0,230.0,112.37113189697266
Adagrad,0.1,90.0,0.0001,64.0,230.0,396.4634399414063
Adagrad,0.1,90.0,0.001,64.0,230.0,144.2250213623047
Adagrad,0.1,80.0,0.0001,64.0,230.0,194.6057586669922
Adagrad,0.1,90.0,0.01,64.0,230.0,109.39021301269533
Adagrad,0.1,80.0,0.001,64.0,230.0,146.4913330078125
Adagrad,0.1,80.0,0.01,64.0,230.0,108.05217742919922
Adagrad,0.1,70.0,0.0001,64.0,230.0,145.0853729248047
Adagrad,0.1,70.0,0.001,64.0,230.0,142.05921936035156
Adagrad,0.1,70.0,0.01,64.0,230.0,114.37860107421876
Adagrad,0.1,60.0,0.0001,64.0,230.0,153.4277801513672
Adagrad,0.1,60.0,0.001,64.0,230.0,143.0792694091797
Adagrad,0.1,60.0,0.01,64.0,230.0,112.3485107421875
Adagrad,0.1,50.0,0.0001,64.0,230.0,156.110595703125
Adagrad,0.1,50.0,0.001,64.0,230.0,145.8889617919922
Adagrad,0.1,50.0,0.01,64.0,230.0,112.84188842773438
Adagrad,0.1,40.0,0.0001,64.0,230.0,169.08612060546875
Adagrad,0.1,40.0,0.001,64.0,230.0,148.68844604492188
Adagrad,0.1,40.0,0.01,64.0,230.0,106.83235931396484
Adagrad,0.1,30.0,0.0001,64.0,230.0,143.46041870117188
Adagrad,0.1,30.0,0.001,64.0,230.0,141.9827423095703
Adagrad,0.1,30.0,0.01,64.0,230.0,123.41531372070312
Adagrad,0.1,20.0,0.0001,64.0,230.0,190.43418884277344
Adagrad,0.1,20.0,0.001,64.0,230.0,149.9487762451172
Adagrad,0.1,20.0,0.01,64.0,230.0,105.79791259765624
Adagrad,0.1,10.0,0.0001,64.0,230.0,148.8415069580078
Adagrad,0.1,10.0,0.001,64.0,230.0,289.5985107421875
Adagrad,0.1,10.0,0.01,64.0,230.0,117.10594177246094
Adagrad,0.1,190.0,0.0001,32.0,230.0,146.80642700195312
Adagrad,0.1,190.0,0.001,32.0,230.0,139.70806884765625
Adagrad,0.1,190.0,0.01,32.0,230.0,85.33724975585938
Adagrad,0.1,180.0,0.0001,32.0,230.0,146.91571044921875
Adagrad,0.1,180.0,0.001,32.0,230.0,135.40786743164062
Adagrad,0.1,180.0,0.01,32.0,230.0,86.8082504272461
Adagrad,0.1,170.0,0.0001,32.0,230.0,146.29197692871094
Adagrad,0.1,170.0,0.001,32.0,230.0,145.02352905273438
Adagrad,0.1,170.0,0.01,32.0,230.0,87.46102905273438
Adagrad,0.1,160.0,0.0001,32.0,230.0,146.00991821289062
Adagrad,0.1,160.0,0.001,32.0,230.0,137.94786071777344
Adagrad,0.1,160.0,0.01,32.0,230.0,85.44386291503906
Adagrad,0.1,150.0,0.0001,32.0,230.0,146.46131896972656
Adagrad,0.1,150.0,0.001,32.0,230.0,141.98757934570312
Adagrad,0.1,150.0,0.01,32.0,230.0,88.94831848144531
Adagrad,0.1,140.0,0.0001,32.0,230.0,143.783203125
Adagrad,0.1,140.0,0.001,32.0,230.0,140.66900634765625
Adagrad,0.1,140.0,0.01,32.0,230.0,86.78875732421875
Adagrad,0.1,130.0,0.0001,32.0,230.0,153.40008544921875
Adagrad,0.1,130.0,0.001,32.0,230.0,143.79808044433594
Adagrad,0.1,130.0,0.01,32.0,230.0,88.88684844970703
Adagrad,0.1,120.0,0.0001,32.0,230.0,147.06292724609375
Adagrad,0.1,120.0,0.001,32.0,230.0,135.1076202392578
Adagrad,0.1,120.0,0.01,32.0,230.0,85.62093353271484
Adagrad,0.1,110.0,0.0001,32.0,230.0,190.5003662109375
Adagrad,0.1,110.0,0.001,32.0,230.0,139.96224975585938
Adagrad,0.1,110.0,0.01,32.0,230.0,84.27770233154297
Adagrad,0.1,100.0,0.0001,32.0,230.0,188.2760162353516
Adagrad,0.1,100.0,0.001,32.0,230.0,136.9633331298828
Adagrad,0.1,100.0,0.01,32.0,230.0,82.2659912109375
Adagrad,0.1,90.0,0.0001,32.0,230.0,152.12376403808594
Adagrad,0.1,90.0,0.001,32.0,230.0,142.3682098388672
Adagrad,0.1,90.0,0.01,32.0,230.0,84.88711547851562
Adagrad,0.1,80.0,0.0001,32.0,230.0,148.30923461914062
Adagrad,0.1,80.0,0.001,32.0,230.0,135.16476440429688
Adagrad,0.1,80.0,0.01,32.0,230.0,88.27627563476562
Adagrad,0.1,70.0,0.0001,32.0,230.0,149.29759216308594
Adagrad,0.1,70.0,0.001,32.0,230.0,137.50079345703125
Adagrad,0.1,70.0,0.01,32.0,230.0,89.1021728515625
Adagrad,0.1,60.0,0.0001,32.0,230.0,274.276123046875
Adagrad,0.1,60.0,0.001,32.0,230.0,145.26287841796875
Adagrad,0.1,60.0,0.01,32.0,230.0,87.87507629394531
Adagrad,0.1,50.0,0.0001,32.0,230.0,160.05307006835938
Adagrad,0.1,50.0,0.001,32.0,230.0,136.14952087402344
Adagrad,0.1,50.0,0.01,32.0,230.0,94.1297378540039
Adagrad,0.1,40.0,0.0001,32.0,230.0,227.6688995361328
Adagrad,0.1,40.0,0.001,32.0,230.0,136.37814331054688
Adagrad,0.1,40.0,0.01,32.0,230.0,92.87353515625
Adagrad,0.1,30.0,0.0001,32.0,230.0,154.39825439453125
Adagrad,0.1,30.0,0.001,32.0,230.0,142.17559814453125
Adagrad,0.1,30.0,0.01,32.0,230.0,91.3902587890625
Adagrad,0.1,20.0,0.0001,32.0,230.0,161.6421356201172
Adagrad,0.1,20.0,0.001,32.0,230.0,143.44129943847656
Adagrad,0.1,20.0,0.01,32.0,230.0,94.70841217041016
Adagrad,0.1,10.0,0.0001,32.0,230.0,174.23794555664062
Adagrad,0.1,10.0,0.001,32.0,230.0,140.52516174316406
Adagrad,0.1,10.0,0.01,32.0,230.0,104.9048080444336
Adagrad,0.1,190.0,0.0001,160.0,210.0,377.9297790527344
Adagrad,0.1,190.0,0.001,160.0,210.0,143.470458984375
Adagrad,0.1,190.0,0.01,160.0,210.0,129.9838409423828
Adagrad,0.1,180.0,0.0001,160.0,210.0,144.82357788085938
Adagrad,0.1,180.0,0.001,160.0,210.0,147.77589416503906
Adagrad,0.1,180.0,0.01,160.0,210.0,129.17039489746094
Adagrad,0.1,170.0,0.0001,160.0,210.0,145.7061767578125
Adagrad,0.1,170.0,0.001,160.0,210.0,148.3404083251953
Adagrad,0.1,170.0,0.01,160.0,210.0,130.2150115966797
Adagrad,0.1,160.0,0.0001,160.0,210.0,142.9889373779297
Adagrad,0.1,160.0,0.001,160.0,210.0,140.84347534179688
Adagrad,0.1,160.0,0.01,160.0,210.0,127.9079818725586
Adagrad,0.1,150.0,0.0001,160.0,210.0,266.2692565917969
Adagrad,0.1,150.0,0.001,160.0,210.0,144.2718963623047
Adagrad,0.1,150.0,0.01,160.0,210.0,132.27145385742188
Adagrad,0.1,140.0,0.0001,160.0,210.0,148.59657287597656
Adagrad,0.1,140.0,0.001,160.0,210.0,146.68618774414062
Adagrad,0.1,140.0,0.01,160.0,210.0,131.06192016601562
Adagrad,0.1,130.0,0.0001,160.0,210.0,187.13304138183597
Adagrad,0.1,130.0,0.001,160.0,210.0,141.27992248535156
Adagrad,0.1,130.0,0.01,160.0,210.0,132.78033447265625
Adagrad,0.1,120.0,0.0001,160.0,210.0,150.40406799316406
Adagrad,0.1,120.0,0.001,160.0,210.0,139.734619140625
Adagrad,0.1,120.0,0.01,160.0,210.0,128.26429748535156
Adagrad,0.1,110.0,0.0001,160.0,210.0,173.51524353027344
Adagrad,0.1,110.0,0.001,160.0,210.0,145.88800048828125
Adagrad,0.1,110.0,0.01,160.0,210.0,129.9927215576172
Adagrad,0.1,100.0,0.0001,160.0,210.0,146.7194061279297
Adagrad,0.1,100.0,0.001,160.0,210.0,143.21054077148438
Adagrad,0.1,100.0,0.01,160.0,210.0,125.65147399902344
Adagrad,0.1,90.0,0.0001,160.0,210.0,155.5376739501953
Adagrad,0.1,90.0,0.001,160.0,210.0,143.94444274902344
Adagrad,0.1,90.0,0.01,160.0,210.0,126.06089782714844
Adagrad,0.1,80.0,0.0001,160.0,210.0,145.58761596679688
Adagrad,0.1,80.0,0.001,160.0,210.0,142.8044891357422
Adagrad,0.1,80.0,0.01,160.0,210.0,122.9630126953125
Adagrad,0.1,70.0,0.0001,160.0,210.0,146.0613250732422
Adagrad,0.1,70.0,0.001,160.0,210.0,176.07383728027344
Adagrad,0.1,70.0,0.01,160.0,210.0,126.04464721679688
